section_id,cited_section_id,act,citation_path,phrase,bound_kind,bound_date,bound_year,bound_precision,phrase_match,batch_id,prompt_sha256,context_used
24410,24256,ITA,146.4(4.01)(b),"after March 18, 2019 and before 2021",end,,2021,year,exact,msgbatch_01MAMQYzwFgpXmFNT65qsCPu,105e4ae4d8e52a8264a85f937a329ac261025c3f3a2c4e8ffe45914bac17f16e,
24410,24256,ITA,146.4(4.01)(b),as it read immediately before 2021,end,,2021,year,exact,msgbatch_01MAMQYzwFgpXmFNT65qsCPu,105e4ae4d8e52a8264a85f937a329ac261025c3f3a2c4e8ffe45914bac17f16e,
24567,24533,ITA,"146.6(1)""qualifying arrangement""(a)",entered into after March 2023,start,2023-03,,month,exact,msgbatch_01MAMQYzwFgpXmFNT65qsCPu,105e4ae4d8e52a8264a85f937a329ac261025c3f3a2c4e8ffe45914bac17f16e,
24783,24682,ITA,147(10.3)(a),"any amount contributed after December 1, 1982",start,1982-12-01,,day,exact,msgbatch_01MAMQYzwFgpXmFNT65qsCPu,105e4ae4d8e52a8264a85f937a329ac261025c3f3a2c4e8ffe45914bac17f16e,
24793,24682,ITA,147(11)(a)(iii),in respect of a capital gain made by the trust before 1972,end,,1972,year,exact,msgbatch_01MAMQYzwFgpXmFNT65qsCPu,105e4ae4d8e52a8264a85f937a329ac261025c3f3a2c4e8ffe45914bac17f16e,
24798,24682,ITA,147(11)(b)(iii),a capital loss sustained by the trust before 1972,end,,1972,year,exact,msgbatch_01MAMQYzwFgpXmFNT65qsCPu,105e4ae4d8e52a8264a85f937a329ac261025c3f3a2c4e8ffe45914bac17f16e,
24810,24682,ITA,147(14)(c),"did not, as of January 1, 1968,",at,1968-01-01,,day,exact,msgbatch_01VXS4B4na17QrTVMPFLjs8f,cac8c075da7afb4bade5f8a660c0932dc8998789912e81a958adf8778317496d,parent+children
24812,24682,ITA,147(14)(c)(ii),"must be allocated or reallocated, as the case may be, before 1969",end,,1969,year,exact,msgbatch_01VXS4B4na17QrTVMPFLjs8f,cac8c075da7afb4bade5f8a660c0932dc8998789912e81a958adf8778317496d,parent
24812,24682,ITA,147(14)(c)(ii),"that remained unallocated on December 31, 1967",at,1967-12-31,,day,exact,msgbatch_01VXS4B4na17QrTVMPFLjs8f,cac8c075da7afb4bade5f8a660c0932dc8998789912e81a958adf8778317496d,parent
24815,24682,ITA,147(14)(c.3),"a plan that became registered after March, 1983",start,1983-03,,month,exact,msgbatch_01MAMQYzwFgpXmFNT65qsCPu,105e4ae4d8e52a8264a85f937a329ac261025c3f3a2c4e8ffe45914bac17f16e,
24821,24682,ITA,147(14)(f),"as of any date following January 1, 1968",start,1968-01-01,,day,exact,msgbatch_01MAMQYzwFgpXmFNT65qsCPu,105e4ae4d8e52a8264a85f937a329ac261025c3f3a2c4e8ffe45914bac17f16e,
24823,24682,ITA,147(14)(h),"but not before January 1, 1991",start,1991-01-01,,day,exact,msgbatch_01MAMQYzwFgpXmFNT65qsCPu,105e4ae4d8e52a8264a85f937a329ac261025c3f3a2c4e8ffe45914bac17f16e,
24827,24682,ITA,147(14.1),"on any day after June 30, 1982",start,1982-06-30,,day,exact,msgbatch_01MAMQYzwFgpXmFNT65qsCPu,105e4ae4d8e52a8264a85f937a329ac261025c3f3a2c4e8ffe45914bac17f16e,
24707,24682,ITA,147(2)(i)(i),in the case of an amount allocated or reallocated before 1991,end,,1991,year,exact,msgbatch_01MAMQYzwFgpXmFNT65qsCPu,105e4ae4d8e52a8264a85f937a329ac261025c3f3a2c4e8ffe45914bac17f16e,
24709,24682,ITA,147(2)(i.1),"on or before the later of December 31, 1991",end,1991-12-31,,day,exact,msgbatch_01MAMQYzwFgpXmFNT65qsCPu,105e4ae4d8e52a8264a85f937a329ac261025c3f3a2c4e8ffe45914bac17f16e,
24887,24870,ITA,"147.1(1)""former limit""",after 2005,start,,2005,year,exact,msgbatch_01MAMQYzwFgpXmFNT65qsCPu,105e4ae4d8e52a8264a85f937a329ac261025c3f3a2c4e8ffe45914bac17f16e,
24887,24870,ITA,"147.1(1)""former limit""",before 2010,end,,2010,year,exact,msgbatch_01MAMQYzwFgpXmFNT65qsCPu,105e4ae4d8e52a8264a85f937a329ac261025c3f3a2c4e8ffe45914bac17f16e,
24891,24870,ITA,"147.1(1)""former limit""(b)","for 2006, $18,000",step_down,,2006,year,exact,msgbatch_01MAMQYzwFgpXmFNT65qsCPu,105e4ae4d8e52a8264a85f937a329ac261025c3f3a2c4e8ffe45914bac17f16e,
24894,24870,ITA,"147.1(1)""money purchase limit""(a)","for years before 1990, nil,",end,,1990,year,exact,msgbatch_01MAMQYzwFgpXmFNT65qsCPu,105e4ae4d8e52a8264a85f937a329ac261025c3f3a2c4e8ffe45914bac17f16e,
24895,24870,ITA,"147.1(1)""money purchase limit""(b)","for 1990, $11,500",step_down,,1990,year,exact,msgbatch_01MAMQYzwFgpXmFNT65qsCPu,105e4ae4d8e52a8264a85f937a329ac261025c3f3a2c4e8ffe45914bac17f16e,
24896,24870,ITA,"147.1(1)""money purchase limit""(c)","for 1991 and 1992, $12,500,",step_down,,1991,year,exact,msgbatch_01MAMQYzwFgpXmFNT65qsCPu,105e4ae4d8e52a8264a85f937a329ac261025c3f3a2c4e8ffe45914bac17f16e,
24896,24870,ITA,"147.1(1)""money purchase limit""(c)","for 1991 and 1992, $12,500,",step_down,,1992,year,exact,msgbatch_01MAMQYzwFgpXmFNT65qsCPu,105e4ae4d8e52a8264a85f937a329ac261025c3f3a2c4e8ffe45914bac17f16e,
24897,24870,ITA,"147.1(1)""money purchase limit""(d)","for 1993, $13,500",step_down,,1993,year,exact,msgbatch_01MAMQYzwFgpXmFNT65qsCPu,105e4ae4d8e52a8264a85f937a329ac261025c3f3a2c4e8ffe45914bac17f16e,
24898,24870,ITA,"147.1(1)""money purchase limit""(e)","for 1994, $14,500",step_down,,1994,year,exact,msgbatch_01MAMQYzwFgpXmFNT65qsCPu,105e4ae4d8e52a8264a85f937a329ac261025c3f3a2c4e8ffe45914bac17f16e,
24899,24870,ITA,"147.1(1)""money purchase limit""(f)","for 1995, $15,500,",step_down,,1995,year,exact,msgbatch_01MAMQYzwFgpXmFNT65qsCPu,105e4ae4d8e52a8264a85f937a329ac261025c3f3a2c4e8ffe45914bac17f16e,
24900,24870,ITA,"147.1(1)""money purchase limit""(g)",before 2003,end,,2003,year,exact,msgbatch_01MAMQYzwFgpXmFNT65qsCPu,105e4ae4d8e52a8264a85f937a329ac261025c3f3a2c4e8ffe45914bac17f16e,
24900,24870,ITA,"147.1(1)""money purchase limit""(g)",for years after 1995,start,,1995,year,exact,msgbatch_01MAMQYzwFgpXmFNT65qsCPu,105e4ae4d8e52a8264a85f937a329ac261025c3f3a2c4e8ffe45914bac17f16e,
24901,24870,ITA,"147.1(1)""money purchase limit""(h)","for 2003, $15,500",step_down,,2003,year,exact,msgbatch_01MAMQYzwFgpXmFNT65qsCPu,105e4ae4d8e52a8264a85f937a329ac261025c3f3a2c4e8ffe45914bac17f16e,
24902,24870,ITA,"147.1(1)""money purchase limit""(i)","for 2004, $16,500",step_down,,2004,year,exact,msgbatch_01MAMQYzwFgpXmFNT65qsCPu,105e4ae4d8e52a8264a85f937a329ac261025c3f3a2c4e8ffe45914bac17f16e,
24903,24870,ITA,"147.1(1)""money purchase limit""(j)","for 2005, $18,000,",step_down,,2005,year,exact,msgbatch_01MAMQYzwFgpXmFNT65qsCPu,105e4ae4d8e52a8264a85f937a329ac261025c3f3a2c4e8ffe45914bac17f16e,
24904,24870,ITA,"147.1(1)""money purchase limit""(k)","for 2006, the greater of $19,000 and the former limit for the year",step_down,,2006,year,exact,msgbatch_01MAMQYzwFgpXmFNT65qsCPu,105e4ae4d8e52a8264a85f937a329ac261025c3f3a2c4e8ffe45914bac17f16e,
24905,24870,ITA,"147.1(1)""money purchase limit""(l)","for 2007, the greater of $20,000 and the former limit for the year",step_down,,2007,year,exact,msgbatch_01MAMQYzwFgpXmFNT65qsCPu,105e4ae4d8e52a8264a85f937a329ac261025c3f3a2c4e8ffe45914bac17f16e,
24906,24870,ITA,"147.1(1)""money purchase limit""(m)","for 2008, the greater of $21,000 and the former limit for the year",step_down,,2008,year,exact,msgbatch_01MAMQYzwFgpXmFNT65qsCPu,105e4ae4d8e52a8264a85f937a329ac261025c3f3a2c4e8ffe45914bac17f16e,
24907,24870,ITA,"147.1(1)""money purchase limit""(n)",for 2009,step_down,,2009,year,exact,msgbatch_01MAMQYzwFgpXmFNT65qsCPu,105e4ae4d8e52a8264a85f937a329ac261025c3f3a2c4e8ffe45914bac17f16e,
24908,24870,ITA,"147.1(1)""money purchase limit""(o)",for each year after 2009,start,,2009,year,exact,msgbatch_01MAMQYzwFgpXmFNT65qsCPu,105e4ae4d8e52a8264a85f937a329ac261025c3f3a2c4e8ffe45914bac17f16e,
24975,24870,ITA,147.1(10),in respect of periods after 1989,start,,1989,year,exact,msgbatch_01MAMQYzwFgpXmFNT65qsCPu,105e4ae4d8e52a8264a85f937a329ac261025c3f3a2c4e8ffe45914bac17f16e,
24987,24870,ITA,147.1(11)(d),a condition first imposed before 1989,end,,1989,year,exact,msgbatch_01MAMQYzwFgpXmFNT65qsCPu,105e4ae4d8e52a8264a85f937a329ac261025c3f3a2c4e8ffe45914bac17f16e,
24937,24870,ITA,147.1(2)(b),submitted for registration before 1992,end,,1992,year,exact,msgbatch_01MAMQYzwFgpXmFNT65qsCPu,105e4ae4d8e52a8264a85f937a329ac261025c3f3a2c4e8ffe45914bac17f16e,
24938,24870,ITA,147.1(2)(c),submitted for registration after 1991,start,,1991,year,exact,msgbatch_01MAMQYzwFgpXmFNT65qsCPu,105e4ae4d8e52a8264a85f937a329ac261025c3f3a2c4e8ffe45914bac17f16e,
24945,24870,ITA,147.1(3)(a)(iii),"January 1, 1989",start,1989-01-01,,day,exact,msgbatch_01MAMQYzwFgpXmFNT65qsCPu,105e4ae4d8e52a8264a85f937a329ac261025c3f3a2c4e8ffe45914bac17f16e,
24958,24870,ITA,147.1(7)(b),"becomes the administrator before June, 1990",end,1990-06,,month,exact,msgbatch_01MAMQYzwFgpXmFNT65qsCPu,105e4ae4d8e52a8264a85f937a329ac261025c3f3a2c4e8ffe45914bac17f16e,
24958,24870,ITA,147.1(7)(b),"before July, 1990",end,1990-07,,month,exact,msgbatch_01MAMQYzwFgpXmFNT65qsCPu,105e4ae4d8e52a8264a85f937a329ac261025c3f3a2c4e8ffe45914bac17f16e,
24958,24870,ITA,147.1(7)(b),"is the administrator on January 1, 1989",start,1989-01-01,,day,exact,msgbatch_01MAMQYzwFgpXmFNT65qsCPu,105e4ae4d8e52a8264a85f937a329ac261025c3f3a2c4e8ffe45914bac17f16e,
24962,24870,ITA,147.1(8),at the end of a calendar year after 1990,start,,1990,year,exact,msgbatch_01994ACyYJVJfcoySYAdCGaw,5d4fbebf557535ebdcf651adda9f3b9d12093e3e7b3da50aedc79177fb876a4a,
24970,24870,ITA,147.1(9),in a calendar year after 1990,start,,1990,year,exact,msgbatch_01994ACyYJVJfcoySYAdCGaw,5d4fbebf557535ebdcf651adda9f3b9d12093e3e7b3da50aedc79177fb876a4a,
25400,25239,ITA,147.5(33)(a),for any taxation year after 2012,start,,2012,year,exact,msgbatch_01MAMQYzwFgpXmFNT65qsCPu,105e4ae4d8e52a8264a85f937a329ac261025c3f3a2c4e8ffe45914bac17f16e,
26508,26463,ITA,"153(1.03)""eligible employer""(b)","has, on March 18, 2020, a business number",at,2020-03-18,,day,exact,msgbatch_01994ACyYJVJfcoySYAdCGaw,5d4fbebf557535ebdcf651adda9f3b9d12093e3e7b3da50aedc79177fb876a4a,
26517,26463,ITA,"153(1.03)""eligible period""","that ends on June 19, 2020",end,2020-06-19,,day,exact,msgbatch_01994ACyYJVJfcoySYAdCGaw,5d4fbebf557535ebdcf651adda9f3b9d12093e3e7b3da50aedc79177fb876a4a,
26517,26463,ITA,"153(1.03)""eligible period""","the period beginning on March 18, 2020",start,2020-03-18,,day,exact,msgbatch_01994ACyYJVJfcoySYAdCGaw,5d4fbebf557535ebdcf651adda9f3b9d12093e3e7b3da50aedc79177fb876a4a,
26540,26463,ITA,153(4),received by the taxpayer after 1984,start,,1984,year,exact,msgbatch_016eDcdn9uNXaHf3uegqfihG,5d4fbebf557535ebdcf651adda9f3b9d12093e3e7b3da50aedc79177fb876a4a,
1633,1624,ITA,18(1)(g),have been issued or the income provisions thereof have been adopted since 1930,start,,1930,year,exact,msgbatch_01MAMQYzwFgpXmFNT65qsCPu,105e4ae4d8e52a8264a85f937a329ac261025c3f3a2c4e8ffe45914bac17f16e,
1635,1624,ITA,18(1)(g)(ii),at the end of 1930,end,,1930,year,exact,msgbatch_01MAMQYzwFgpXmFNT65qsCPu,105e4ae4d8e52a8264a85f937a329ac261025c3f3a2c4e8ffe45914bac17f16e,
1643,1624,ITA,18(1)(l),made or incurred by the taxpayer after 1971,start,,1971,year,exact,msgbatch_01MAMQYzwFgpXmFNT65qsCPu,105e4ae4d8e52a8264a85f937a329ac261025c3f3a2c4e8ffe45914bac17f16e,
1970,1624,ITA,18(11)(a),"entered into before November 13, 1981",end,1981-11-13,,day,exact,msgbatch_01MAMQYzwFgpXmFNT65qsCPu,105e4ae4d8e52a8264a85f937a329ac261025c3f3a2c4e8ffe45914bac17f16e,
1970,1624,ITA,18(11)(a),"making a payment after November 12, 1981",start,1981-11-12,,day,exact,msgbatch_01MAMQYzwFgpXmFNT65qsCPu,105e4ae4d8e52a8264a85f937a329ac261025c3f3a2c4e8ffe45914bac17f16e,
1971,1624,ITA,18(11)(b),"under a registered retirement savings plan after November 12, 1981",start,1981-11-12,,day,exact,msgbatch_01MAMQYzwFgpXmFNT65qsCPu,105e4ae4d8e52a8264a85f937a329ac261025c3f3a2c4e8ffe45914bac17f16e,
1973,1624,ITA,18(11)(c)(i),"entered into before November 13, 1981",end,1981-11-13,,day,exact,msgbatch_01MAMQYzwFgpXmFNT65qsCPu,105e4ae4d8e52a8264a85f937a329ac261025c3f3a2c4e8ffe45914bac17f16e,
1687,1624,ITA,18(2.1),"an obligation entered into by the taxpayer before April 1, 1977",end,1977-04-01,,day,exact,msgbatch_01MAMQYzwFgpXmFNT65qsCPu,105e4ae4d8e52a8264a85f937a329ac261025c3f3a2c4e8ffe45914bac17f16e,
1687,1624,ITA,18(2.1),"money that was borrowed by the taxpayer before April 1, 1977",end,1977-04-01,,day,exact,msgbatch_01MAMQYzwFgpXmFNT65qsCPu,105e4ae4d8e52a8264a85f937a329ac261025c3f3a2c4e8ffe45914bac17f16e,
1730,1624,ITA,18(3.4),made or incurred before 1992,end,,1992,year,exact,msgbatch_016eDcdn9uNXaHf3uegqfihG,5d4fbebf557535ebdcf651adda9f3b9d12093e3e7b3da50aedc79177fb876a4a,
1735,1624,ITA,18(3.4)~c1,"in 1988, 80%",step_down,,1988,year,exact,msgbatch_01994ACyYJVJfcoySYAdCGaw,5d4fbebf557535ebdcf651adda9f3b9d12093e3e7b3da50aedc79177fb876a4a,
1735,1624,ITA,18(3.4)~c1,"in 1989, 60%",step_down,,1989,year,exact,msgbatch_01994ACyYJVJfcoySYAdCGaw,5d4fbebf557535ebdcf651adda9f3b9d12093e3e7b3da50aedc79177fb876a4a,
1735,1624,ITA,18(3.4)~c1,"in 1990, 40%",step_down,,1990,year,exact,msgbatch_01994ACyYJVJfcoySYAdCGaw,5d4fbebf557535ebdcf651adda9f3b9d12093e3e7b3da50aedc79177fb876a4a,
1735,1624,ITA,18(3.4)~c1,"in 1991, 20%",step_down,,1991,year,exact,msgbatch_01994ACyYJVJfcoySYAdCGaw,5d4fbebf557535ebdcf651adda9f3b9d12093e3e7b3da50aedc79177fb876a4a,
1737,1624,ITA,18(3.5)(a),"in progress on November 12, 1981",at,1981-11-12,,day,exact,msgbatch_01994ACyYJVJfcoySYAdCGaw,5d4fbebf557535ebdcf651adda9f3b9d12093e3e7b3da50aedc79177fb876a4a,
1738,1624,ITA,18(3.5)(b),"after November 12, 1981",start,1981-11-12,,day,exact,msgbatch_01MAMQYzwFgpXmFNT65qsCPu,105e4ae4d8e52a8264a85f937a329ac261025c3f3a2c4e8ffe45914bac17f16e,
1738,1624,ITA,18(3.5)(b),before 1982,end,,1982,year,exact,msgbatch_01MAMQYzwFgpXmFNT65qsCPu,105e4ae4d8e52a8264a85f937a329ac261025c3f3a2c4e8ffe45914bac17f16e,
1739,1624,ITA,18(3.5)(c),"commenced before June 1, 1982",end,1982-06-01,,day,exact,msgbatch_01MAMQYzwFgpXmFNT65qsCPu,105e4ae4d8e52a8264a85f937a329ac261025c3f3a2c4e8ffe45914bac17f16e,
1739,1624,ITA,18(3.5)(c),"were substantially advanced before November 13, 1981",end,1981-11-13,,day,exact,msgbatch_01MAMQYzwFgpXmFNT65qsCPu,105e4ae4d8e52a8264a85f937a329ac261025c3f3a2c4e8ffe45914bac17f16e,
1740,1624,ITA,18(3.5)(d),commenced before 1983,end,,1983,year,exact,msgbatch_01MAMQYzwFgpXmFNT65qsCPu,105e4ae4d8e52a8264a85f937a329ac261025c3f3a2c4e8ffe45914bac17f16e,
1740,1624,ITA,18(3.5)(d),"entered into before November 13, 1981",end,1981-11-13,,day,exact,msgbatch_01MAMQYzwFgpXmFNT65qsCPu,105e4ae4d8e52a8264a85f937a329ac261025c3f3a2c4e8ffe45914bac17f16e,
1740,1624,ITA,18(3.5)(d),"substantially advanced before June 1, 1982",end,1982-06-01,,day,exact,msgbatch_01MAMQYzwFgpXmFNT65qsCPu,105e4ae4d8e52a8264a85f937a329ac261025c3f3a2c4e8ffe45914bac17f16e,
1741,1624,ITA,18(3.5)~c1,proceeds after 1982,start,,1982,year,exact,msgbatch_01MAMQYzwFgpXmFNT65qsCPu,105e4ae4d8e52a8264a85f937a329ac261025c3f3a2c4e8ffe45914bac17f16e,
1742,1624,ITA,18(3.6),proceeds after 1982 without undue delay,start,,1982,year,exact,msgbatch_01MAMQYzwFgpXmFNT65qsCPu,105e4ae4d8e52a8264a85f937a329ac261025c3f3a2c4e8ffe45914bac17f16e,
1742,1624,ITA,18(3.6),proceeds after 1983 without undue delay,start,,1983,year,exact,msgbatch_01MAMQYzwFgpXmFNT65qsCPu,105e4ae4d8e52a8264a85f937a329ac261025c3f3a2c4e8ffe45914bac17f16e,
1884,1624,ITA,18(9.01)(a),after February 1994,start,1994-02,,month,exact,msgbatch_01MAMQYzwFgpXmFNT65qsCPu,105e4ae4d8e52a8264a85f937a329ac261025c3f3a2c4e8ffe45914bac17f16e,
1884,1624,ITA,18(9.01)(a),before 1997,end,,1997,year,exact,msgbatch_01MAMQYzwFgpXmFNT65qsCPu,105e4ae4d8e52a8264a85f937a329ac261025c3f3a2c4e8ffe45914bac17f16e,
1910,1624,ITA,18(9.2)(a),that is after 1991,start,,1991,year,exact,msgbatch_01MAMQYzwFgpXmFNT65qsCPu,105e4ae4d8e52a8264a85f937a329ac261025c3f3a2c4e8ffe45914bac17f16e,
1913,1624,ITA,18(9.2)(a)(ii),in respect of a period or part thereof that is after 1991,start,,1991,year,exact,msgbatch_01MAMQYzwFgpXmFNT65qsCPu,105e4ae4d8e52a8264a85f937a329ac261025c3f3a2c4e8ffe45914bac17f16e,
1915,1624,ITA,18(9.2)(a)(iii)(A),taxation years ending after 1991,start,,1991,year,exact,msgbatch_01MAMQYzwFgpXmFNT65qsCPu,105e4ae4d8e52a8264a85f937a329ac261025c3f3a2c4e8ffe45914bac17f16e,
1919,1624,ITA,18(9.2)(b)(i),taxation years ending after 1991,start,,1991,year,exact,msgbatch_01MAMQYzwFgpXmFNT65qsCPu,105e4ae4d8e52a8264a85f937a329ac261025c3f3a2c4e8ffe45914bac17f16e,
1924,1624,ITA,18(9.3)(b),taxation years ending after 1991,start,,1991,year,exact,msgbatch_01MAMQYzwFgpXmFNT65qsCPu,105e4ae4d8e52a8264a85f937a329ac261025c3f3a2c4e8ffe45914bac17f16e,
1935,1624,ITA,18(9.4)(a),after 1991,start,,1991,year,exact,msgbatch_01MAMQYzwFgpXmFNT65qsCPu,105e4ae4d8e52a8264a85f937a329ac261025c3f3a2c4e8ffe45914bac17f16e,
1936,1624,ITA,18(9.4)(b),that is after 1991,start,,1991,year,exact,msgbatch_01MAMQYzwFgpXmFNT65qsCPu,105e4ae4d8e52a8264a85f937a329ac261025c3f3a2c4e8ffe45914bac17f16e,
1938,1624,ITA,18(9.5),that is after 1991,start,,1991,year,exact,msgbatch_01MAMQYzwFgpXmFNT65qsCPu,105e4ae4d8e52a8264a85f937a329ac261025c3f3a2c4e8ffe45914bac17f16e,
1943,1624,ITA,18(9.6)(a),taxation year of the borrower ending after 1991,start,,1991,year,exact,msgbatch_01MAMQYzwFgpXmFNT65qsCPu,105e4ae4d8e52a8264a85f937a329ac261025c3f3a2c4e8ffe45914bac17f16e,
1955,1624,ITA,18(9.8)(a),in respect of a taxation year ending after 1991,start,,1991,year,exact,msgbatch_01MAMQYzwFgpXmFNT65qsCPu,105e4ae4d8e52a8264a85f937a329ac261025c3f3a2c4e8ffe45914bac17f16e,
1957,1624,ITA,18(9.8)(b),in respect of a taxation year ending after 1991,start,,1991,year,exact,msgbatch_01MAMQYzwFgpXmFNT65qsCPu,105e4ae4d8e52a8264a85f937a329ac261025c3f3a2c4e8ffe45914bac17f16e,
2864,2863,ITA,19.1(1),"made or incurred after September 21, 1976",start,1976-09-21,,day,exact,msgbatch_01MAMQYzwFgpXmFNT65qsCPu,105e4ae4d8e52a8264a85f937a329ac261025c3f3a2c4e8ffe45914bac17f16e,
2865,2863,ITA,19.1(2),"made or incurred before September 22, 1977",end,1977-09-22,,day,exact,msgbatch_01MAMQYzwFgpXmFNT65qsCPu,105e4ae4d8e52a8264a85f937a329ac261025c3f3a2c4e8ffe45914bac17f16e,
2866,2863,ITA,19.1(2)(a),"entered into on or before January 23, 1975",end,1975-01-23,,day,exact,msgbatch_01MAMQYzwFgpXmFNT65qsCPu,105e4ae4d8e52a8264a85f937a329ac261025c3f3a2c4e8ffe45914bac17f16e,
2867,2863,ITA,19.1(2)(b),"before September 22, 1976",end,1976-09-22,,day,exact,msgbatch_01MAMQYzwFgpXmFNT65qsCPu,105e4ae4d8e52a8264a85f937a329ac261025c3f3a2c4e8ffe45914bac17f16e,
2867,2863,ITA,19.1(2)(b),"entered into after January 23, 1975",start,1975-01-23,,day,exact,msgbatch_01MAMQYzwFgpXmFNT65qsCPu,105e4ae4d8e52a8264a85f937a329ac261025c3f3a2c4e8ffe45914bac17f16e,
28757,28751,ITA,191.5(2),at any time during a 2021 taxation year,at,,2021,year,exact,msgbatch_016eDcdn9uNXaHf3uegqfihG,5d4fbebf557535ebdcf651adda9f3b9d12093e3e7b3da50aedc79177fb876a4a,
28757,28751,ITA,191.5(2),for its 2022 taxation year,at,,2022,year,exact,msgbatch_016eDcdn9uNXaHf3uegqfihG,5d4fbebf557535ebdcf651adda9f3b9d12093e3e7b3da50aedc79177fb876a4a,
28758,28751,ITA,191.5(2)~f1,2020 taxation years of the corporation,at,,2020,year,exact,msgbatch_01PAmDKwYrxqTy6FGwKztARN,5d4fbebf557535ebdcf651adda9f3b9d12093e3e7b3da50aedc79177fb876a4a,
28758,28751,ITA,191.5(2)~f1,2021 taxation years of the corporation,at,,2021,year,exact,msgbatch_01PAmDKwYrxqTy6FGwKztARN,5d4fbebf557535ebdcf651adda9f3b9d12093e3e7b3da50aedc79177fb876a4a,
28758,28751,ITA,191.5(2)~f1,at the end of each 2021 taxation year of the corporation,at,,2021,year,exact,msgbatch_01PAmDKwYrxqTy6FGwKztARN,5d4fbebf557535ebdcf651adda9f3b9d12093e3e7b3da50aedc79177fb876a4a,
28763,28751,ITA,191.5(5),at any time during a 2021 taxation year,start,,2021,year,exact,msgbatch_01MAMQYzwFgpXmFNT65qsCPu,105e4ae4d8e52a8264a85f937a329ac261025c3f3a2c4e8ffe45914bac17f16e,
28764,28751,ITA,191.5(6),member of a related group at any time during the 2021 taxation year,start,,2021,year,exact,msgbatch_01MAMQYzwFgpXmFNT65qsCPu,105e4ae4d8e52a8264a85f937a329ac261025c3f3a2c4e8ffe45914bac17f16e,
28766,28751,ITA,191.5(8),no later than the day on or before which the corporation is required by section 150 to file its return of income for the 2022 taxation year under Part I,end,,2022,year,exact,msgbatch_01MAMQYzwFgpXmFNT65qsCPu,105e4ae4d8e52a8264a85f937a329ac261025c3f3a2c4e8ffe45914bac17f16e,
28767,28751,ITA,191.5(9),A corporation liable to pay tax for the 2022 taxation year under this Part,start,,2022,year,exact,msgbatch_01MAMQYzwFgpXmFNT65qsCPu,105e4ae4d8e52a8264a85f937a329ac261025c3f3a2c4e8ffe45914bac17f16e,
29520,29517,ITA,"205(1)""ALDA dollar limit""(a)","for 2020, $150,000",step_down,,2020,year,exact,msgbatch_01MAMQYzwFgpXmFNT65qsCPu,105e4ae4d8e52a8264a85f937a329ac261025c3f3a2c4e8ffe45914bac17f16e,
29521,29517,ITA,"205(1)""ALDA dollar limit""(b)",adjusted for each year after 2020,start,,2020,year,exact,msgbatch_01MAMQYzwFgpXmFNT65qsCPu,105e4ae4d8e52a8264a85f937a329ac261025c3f3a2c4e8ffe45914bac17f16e,
29521,29517,ITA,"205(1)""ALDA dollar limit""(b)",for each year after 2020,start,,2020,year,exact,msgbatch_01MAMQYzwFgpXmFNT65qsCPu,105e4ae4d8e52a8264a85f937a329ac261025c3f3a2c4e8ffe45914bac17f16e,
29677,29541,ITA,"207.01(1)""TFSA dollar limit""(a)","for 2009 to 2012, $5,000",step_down,,2009,year,whitespace_normalized,msgbatch_01VXS4B4na17QrTVMPFLjs8f,cac8c075da7afb4bade5f8a660c0932dc8998789912e81a958adf8778317496d,parent
29677,29541,ITA,"207.01(1)""TFSA dollar limit""(a)","for 2009 to 2012, $5,000",step_down,,2012,year,whitespace_normalized,msgbatch_01VXS4B4na17QrTVMPFLjs8f,cac8c075da7afb4bade5f8a660c0932dc8998789912e81a958adf8778317496d,parent
29678,29541,ITA,"207.01(1)""TFSA dollar limit""(b)","for 2013 and 2014, $5,500",step_down,,2013,year,whitespace_normalized,msgbatch_01VXS4B4na17QrTVMPFLjs8f,cac8c075da7afb4bade5f8a660c0932dc8998789912e81a958adf8778317496d,parent
29678,29541,ITA,"207.01(1)""TFSA dollar limit""(b)","for 2013 and 2014, $5,500",step_down,,2014,year,whitespace_normalized,msgbatch_01VXS4B4na17QrTVMPFLjs8f,cac8c075da7afb4bade5f8a660c0932dc8998789912e81a958adf8778317496d,parent
29679,29541,ITA,"207.01(1)""TFSA dollar limit""(c)","for 2015, $10,000",step_down,,2015,year,whitespace_normalized,msgbatch_01VXS4B4na17QrTVMPFLjs8f,cac8c075da7afb4bade5f8a660c0932dc8998789912e81a958adf8778317496d,parent
29680,29541,ITA,"207.01(1)""TFSA dollar limit""(d)",for each year after 2015,start,,2015,year,exact,msgbatch_01VXS4B4na17QrTVMPFLjs8f,cac8c075da7afb4bade5f8a660c0932dc8998789912e81a958adf8778317496d,parent
29682,29541,ITA,"207.01(1)""transitional prohibited investment benefit""~f1","accrues after March 22, 2011",start,2011-03-22,,day,exact,msgbatch_01MAMQYzwFgpXmFNT65qsCPu,105e4ae4d8e52a8264a85f937a329ac261025c3f3a2c4e8ffe45914bac17f16e,
29682,29541,ITA,"207.01(1)""transitional prohibited investment benefit""~f1","accrues after March 22, 2011; and",start,2011-03-22,,day,exact,msgbatch_01MAMQYzwFgpXmFNT65qsCPu,105e4ae4d8e52a8264a85f937a329ac261025c3f3a2c4e8ffe45914bac17f16e,
